Status,Progress,Duration..in.seconds.,Finished,consent,check_1,check_2,X1_answer,X1_Q53_First.Click,X1_Q53_Last.Click,X1_Q53_Page.Submit,X1_Q53_Click.Count,X2_answer,X2_Q53_First.Click,X2_Q53_Last.Click,X2_Q53_Page.Submit,X2_Q53_Click.Count,X3_answer,X3_Q53_First.Click,X3_Q53_Last.Click,X3_Q53_Page.Submit,X3_Q53_Click.Count,X4_answer,X4_Q53_First.Click,X4_Q53_Last.Click,X4_Q53_Page.Submit,X4_Q53_Click.Count,X5_answer,X5_Q53_First.Click,X5_Q53_Last.Click,X5_Q53_Page.Submit,X5_Q53_Click.Count,X6_answer,X6_Q53_First.Click,X6_Q53_Last.Click,X6_Q53_Page.Submit,X6_Q53_Click.Count,X7_answer,X7_Q53_First.Click,X7_Q53_Last.Click,X7_Q53_Page.Submit,X7_Q53_Click.Count,X8_answer,X8_Q53_First.Click,X8_Q53_Last.Click,X8_Q53_Page.Submit,X8_Q53_Click.Count,X9_answer,X9_Q53_First.Click,X9_Q53_Last.Click,X9_Q53_Page.Submit,X9_Q53_Click.Count,X10_answer,X10_Q53_First.Click,X10_Q53_Last.Click,X10_Q53_Page.Submit,X10_Q53_Click.Count,X11_answer,X11_Q53_First.Click,X11_Q53_Last.Click,X11_Q53_Page.Submit,X11_Q53_Click.Count,X12_answer,X12_Q53_First.Click,X12_Q53_Last.Click,X12_Q53_Page.Submit,X12_Q53_Click.Count,X13_answer,X13_Q53_First.Click,X13_Q53_Last.Click,X13_Q53_Page.Submit,X13_Q53_Click.Count,X14_answer,X14_Q53_First.Click,X14_Q53_Last.Click,X14_Q53_Page.Submit,X14_Q53_Click.Count,X15_answer,X15_Q53_First.Click,X15_Q53_Last.Click,X15_Q53_Page.Submit,X15_Q53_Click.Count,X16_answer,X16_Q53_First.Click,X16_Q53_Last.Click,X16_Q53_Page.Submit,X16_Q53_Click.Count,follow_random,follow_search,dem_pol_1,dem_pol_2,dem_pol_3,dem_gender,dem_education,dem_birth,debrief_agree,headline_id_1,headline_id_2,headline_id_3,headline_id_4,headline_id_5,headline_id_6,headline_id_7,headline_id_8,headline_id_9,headline_id_10,headline_id_11,headline_id_12,headline_id_13,headline_id_14,headline_id_15,headline_id_16,headline_text_1,headline_text_2,headline_text_3,headline_text_4,headline_text_5,headline_text_6,headline_text_7,headline_text_8,headline_text_9,headline_text_10,headline_text_11,headline_text_12,headline_text_13,headline_text_14,headline_text_15,headline_text_16,true_votes_1,true_votes_2,true_votes_3,true_votes_4,true_votes_5,true_votes_6,true_votes_7,true_votes_8,true_votes_9,true_votes_10,true_votes_11,true_votes_12,true_votes_13,true_votes_14,true_votes_15,true_votes_16,true_votes_num_1,true_votes_num_2,true_votes_num_3,true_votes_num_4,true_votes_num_5,true_votes_num_6,true_votes_num_7,true_votes_num_8,true_votes_num_9,true_votes_num_10,true_votes_num_11,true_votes_num_12,true_votes_num_13,true_votes_num_14,true_votes_num_15,true_votes_num_16,population,group,dems,reps
IP Address,100,532,TRUE,"I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.",John is easy to see.,"some are true, some are false",FALSE,6.7,10.417,20.163,4,FALSE,3.603,10.144,20.131,4,FALSE,7.765,9.346,20.028,2,TRUE,7.393,12.267,20.053,3,FALSE,9.491,9.491,20.154,1,TRUE,5.551,7.05,20.159,3,FALSE,5.666,7.649,20.129,3,FALSE,6.587,9.976,20.155,3,TRUE,8.639,8.639,20.156,1,TRUE,8.592,10.067,20.06,3,TRUE,4.601,15.539,20.052,3,FALSE,12.515,16.429,20.048,3,FALSE,6.357,9.061,20.044,3,TRUE,5.91,7.312,20.053,3,FALSE,8.445,15.985,20.086,4,FALSE,8.806,14.654,20.155,3,No,No,Republican,conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1951,I AGREE that the data collected during the study may be included for the purpose of the study.,Dem_4,Dem_1,Dem_10,Dem_9,Rep_10,Rep_2,Rep_5,Rep_8,Other_8,Other_1,Other_9,Other_6,Other_7,Other_5,Fake_1,Fake_2,"Since Parkland There's Been a School Shooting, on Average, Every 12 Days",Justice Dept. Officials Had Discussions About Pushing Trump Out,Trump's First 4 Mar-a-Lago Trips Cost Taxpayers $13.6 Million,Susan Collins Raised More Money from Brett Kavanaugh Supporters than Mainers,Islamic State is 100 Percent Defeated,Northam Got Nearly $2 Million in Donations from Planned Parenthood,Migrant Jobs Project Spends 15 Million to Employ Only 120,76 Percent of Viewers Approve President Trump's State of the Union Speech,Woody Allen Sues Amazon Studios for $68 Million over Movie Deal,Average Bra Sizes Rise from 34B to 36DD but Experts Split over Whether Cause Is Obesity or Fashion,Google to Invest $13 Billion in Us Data Centers and Offices,"Queensland Floods: 500,000 Cattle Survived Years-long Drought Only to Die in the Rain","Turkey Orders Detention of over 1,100 People Linked to Failed Coup",It's Official: 2018 Was the Fourth-warmest Year on Record,Billionaire Founder of Corona Beer Brewery Makes Everyone in His Village a Millionaire in His Will,"Because of the Lack of Men, Iceland Give $5,000 Per Month to Immigrants Who Marry Icelandic Women",low,low,high,high,low,low,high,high,other,other,other,other,other,other,fake,fake,19,24,74,72,20,23,76,73,53,41,65,64,55,66,11,9,96,maj-rep,21,75
IP Address,100,808,TRUE,"I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.",John is easy to see.,"some are true, some are false",FALSE,7.193,7.193,11.003,1,TRUE,8.993,9.794,10.961,2,TRUE,7.108,7.108,7.902,1,TRUE,6.14,6.14,8.891,1,FALSE,6.792,6.792,7.655,1,TRUE,7.14,7.14,7.866,1,FALSE,6.77,6.77,7.681,1,FALSE,7.654,7.654,9.137,1,FALSE,7.489,7.489,8.285,1,TRUE,6.306,6.306,7.211,1,FALSE,6.498,6.498,7.184,1,TRUE,6.368,6.368,7.364,1,FALSE,6.587,6.587,7.583,1,FALSE,6.914,6.914,7.817,1,FALSE,6.281,6.281,7.551,1,FALSE,6.552,6.552,7.829,1,No,No,Democrat,liberal,Left or center-left,Female,"Master’s degree (e.g. MA, MS)",1978,I AGREE that the data collected during the study may be included for the purpose of the study.,Dem_7,Dem_6,Dem_3,Dem_10,Rep_10,Rep_1,Rep_9,Rep_4,Other_2,Other_5,Other_10,Other_9,Other_6,Other_8,Fake_1,Fake_2,Nearly 400 Trump Aides Had Access to Leaked Schedules,Justice Department to Award $8.3 Million to California Victims of Las Vegas Shooting,Trump Says South Korea is Paying $500 Million More for U.S. Troops. The Deal Says Otherwise.,Trump's First 4 Mar-a-Lago Trips Cost Taxpayers $13.6 Million,Islamic State is 100 Percent Defeated,Guest Kicked Out of Disneyland for Unfurling 'Trump 2020' Banner,Trump's Approval Rating among Likely Voters Soars to His Best in 23 Months at 52%,Investors Pulled Record $25 Billion from US Stock ETFs in January,"Bird Strikes by Airplanes Tied Record in 2018, FAA Data Shows",It's Official: 2018 Was the Fourth-warmest Year on Record,Puerto Rico Wins Approval of $18 Billion Bond Restructuring,Google to Invest $13 Billion in Us Data Centers and Offices,"Queensland Floods: 500,000 Cattle Survived Years-long Drought Only to Die in the Rain",Woody Allen Sues Amazon Studios for $68 Million over Movie Deal,Billionaire Founder of Corona Beer Brewery Makes Everyone in His Village a Millionaire in His Will,"Because of the Lack of Men, Iceland Give $5,000 Per Month to Immigrants Who Marry Icelandic Women",low,low,high,high,low,low,high,high,other,other,other,other,other,other,fake,fake,19,24,74,72,20,23,76,73,53,41,65,64,55,66,11,9,96,maj-rep,21,75
IP Address,100,363,TRUE,"I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.",John is easy to see.,"some are true, some are false",FALSE,12.7,12.7,13.881,1,FALSE,11.121,11.121,12.497,1,FALSE,7.073,7.073,10.009,1,FALSE,7.589,7.589,8.475,1,TRUE,6.606,6.606,7.501,1,TRUE,9.267,9.267,10.289,1,FALSE,7.098,7.098,8.568,1,TRUE,6.507,6.507,9.259,1,TRUE,6.616,6.616,7.568,1,TRUE,7.071,7.071,8.166,1,TRUE,6.729,6.729,9.72,1,FALSE,7.965,7.965,9.027,1,TRUE,7.376,7.376,9.71,1,TRUE,9.935,9.935,15.929,1,FALSE,12.801,17.29,18.69,2,FALSE,6.345,6.345,7.414,1,No,No,Independent,somewhat liberal,Left or center-left,Male,"Master’s degree (e.g. MA, MS)",1960,I AGREE that the data collected during the study may be included for the purpose of the study.,Dem_9,Dem_5,Dem_3,Dem_2,Rep_9,Rep_7,Rep_10,Rep_6,Other_1,Other_9,Other_4,Other_5,Other_3,Other_10,Fake_1,Fake_2,Susan Collins Raised More Money from Brett Kavanaugh Supporters than Mainers,Demand for IUDs and Birth Control Implants Rose After Trump's Election Amid Insurance Concerns,Trump Says South Korea is Paying $500 Million More for U.S. Troops. The Deal Says Otherwise.,Undeniable Warming: The Planet's Hottest Five Years on Record,Trump's Approval Rating among Likely Voters Soars to His Best in 23 Months at 52%,"America Created 304,000 Jobs in January, Smashing Estimates",Islamic State is 100 Percent Defeated,Illegal Immigration Expected to Hit Highest Level Since George W. Bush,Average Bra Sizes Rise from 34B to 36DD but Experts Split over Whether Cause Is Obesity or Fashion,Google to Invest $13 Billion in Us Data Centers and Offices,Long-haul Carrier Emirates Announces $21.4 Billion-valued Deal with Airbus,It's Official: 2018 Was the Fourth-warmest Year on Record,"For Millennials, Cancers Fueled by Obesity Are on Rise, Study Says",Puerto Rico Wins Approval of $18 Billion Bond Restructuring,Billionaire Founder of Corona Beer Brewery Makes Everyone in His Village a Millionaire in His Will,"Because of the Lack of Men, Iceland Give $5,000 Per Month to Immigrants Who Marry Icelandic Women",low,low,high,high,low,low,high,high,other,other,other,other,other,other,fake,fake,19,24,74,72,20,23,76,73,53,41,65,64,55,66,11,9,96,maj-dem,75,21
IP Address,100,279,TRUE,"I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.",John is easy to see.,are all true,TRUE,6.56,6.56,7.542,1,FALSE,7.356,7.356,8.265,1,TRUE,7.083,7.083,9.537,1,TRUE,8.141,8.141,9.377,1,FALSE,6.437,6.437,7.636,1,FALSE,6.558,6.558,8.061,1,FALSE,6.096,6.096,7.238,1,TRUE,7.095,7.095,8.245,1,TRUE,6.198,6.198,7.347,1,TRUE,7.322,7.322,8.593,1,FALSE,8.567,8.567,10.277,1,TRUE,9.134,9.134,10.283,1,FALSE,8.678,8.678,9.709,1,TRUE,6.413,6.413,7.411,1,TRUE,6.129,6.129,7.207,1,TRUE,8.535,8.535,10.693,1,No,No,Independent,somewhat liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1968,I AGREE that the data collected during the study may be included for the purpose of the study.,Dem_4,Dem_3,Dem_10,Dem_5,Rep_6,Rep_9,Rep_5,Rep_1,Other_6,Other_7,Other_2,Other_10,Other_4,Other_3,Fake_1,Fake_2,"Since Parkland There's Been a School Shooting, on Average, Every 12 Days",Trump Says South Korea is Paying $500 Million More for U.S. Troops. The Deal Says Otherwise.,Trump's First 4 Mar-a-Lago Trips Cost Taxpayers $13.6 Million,Demand for IUDs and Birth Control Implants Rose After Trump's Election Amid Insurance Concerns,Illegal Immigration Expected to Hit Highest Level Since George W. Bush,Trump's Approval Rating among Likely Voters Soars to His Best in 23 Months at 52%,Migrant Jobs Project Spends 15 Million to Employ Only 120,Guest Kicked Out of Disneyland for Unfurling 'Trump 2020' Banner,"Queensland Floods: 500,000 Cattle Survived Years-long Drought Only to Die in the Rain","Turkey Orders Detention of over 1,100 People Linked to Failed Coup","Bird Strikes by Airplanes Tied Record in 2018, FAA Data Shows",Puerto Rico Wins Approval of $18 Billion Bond Restructuring,Long-haul Carrier Emirates Announces $21.4 Billion-valued Deal with Airbus,"For Millennials, Cancers Fueled by Obesity Are on Rise, Study Says",Billionaire Founder of Corona Beer Brewery Makes Everyone in His Village a Millionaire in His Will,"Because of the Lack of Men, Iceland Give $5,000 Per Month to Immigrants Who Marry Icelandic Women",low,low,high,high,low,low,high,high,other,other,other,other,other,other,fake,fake,19,24,74,72,20,23,76,73,53,41,65,64,55,66,11,9,96,maj-rep,21,75
IP Address,100,289,TRUE,"I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.",John is easy to see.,"some are true, some are false",TRUE,12.01,12.01,13.65,1,FALSE,17.219,17.219,18.601,1,FALSE,9.441,9.441,10.7,1,TRUE,11.31,11.31,14.497,1,TRUE,6.628,6.628,7.897,1,TRUE,7.553,7.553,8.895,1,TRUE,8.8,8.8,9.545,1,TRUE,6.998,6.998,7.852,1,FALSE,7.518,7.518,8.866,1,TRUE,6.412,6.412,7.163,1,TRUE,6.641,6.641,12.381,1,TRUE,6.557,6.557,7.7,1,TRUE,6.578,6.578,7.985,1,FALSE,6.933,6.933,8.347,1,FALSE,6.73,6.73,7.767,1,FALSE,10.812,10.812,12.009,1,Yes,No,Other,no opinion,Right or center-right,Female,"Master’s degree (e.g. MA, MS)",1986,I AGREE that the data collected during the study may be included for the purpose of the study.,Dem_10,Dem_8,Dem_4,Dem_1,Rep_4,Rep_2,Rep_7,Rep_3,Other_5,Other_6,Other_9,Other_10,Other_7,Other_2,Fake_1,Fake_2,Trump's First 4 Mar-a-Lago Trips Cost Taxpayers $13.6 Million,US Budget Deficit Running 41.8 Percent above Last Year,"Since Parkland There's Been a School Shooting, on Average, Every 12 Days",Justice Dept. Officials Had Discussions About Pushing Trump Out,Investors Pulled Record $25 Billion from US Stock ETFs in January,Northam Got Nearly $2 Million in Donations from Planned Parenthood,"America Created 304,000 Jobs in January, Smashing Estimates",Ocasio-Cortez Retracts Erroneous Information About Green New Deal Backed by 2020 Democratic Candidates,It's Official: 2018 Was the Fourth-warmest Year on Record,"Queensland Floods: 500,000 Cattle Survived Years-long Drought Only to Die in the Rain",Google to Invest $13 Billion in Us Data Centers and Offices,Puerto Rico Wins Approval of $18 Billion Bond Restructuring,"Turkey Orders Detention of over 1,100 People Linked to Failed Coup","Bird Strikes by Airplanes Tied Record in 2018, FAA Data Shows",Billionaire Founder of Corona Beer Brewery Makes Everyone in His Village a Millionaire in His Will,"Because of the Lack of Men, Iceland Give $5,000 Per Month to Immigrants Who Marry Icelandic Women",low,low,high,high,low,low,high,high,other,other,other,other,other,other,fake,fake,19,24,74,72,20,23,76,73,53,41,65,64,55,66,11,9,96,maj-dem,75,21
IP Address,100,242,TRUE,"I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.",John is easy to see.,"some are true, some are false",TRUE,3.714,3.714,4.75,1,TRUE,4.837,4.837,6.314,1,TRUE,8.157,8.157,10.854,1,FALSE,3.977,7.59,8.77,2,TRUE,6.318,6.318,7.707,1,FALSE,4.208,4.208,5.725,1,FALSE,4.168,4.168,6.043,1,FALSE,8.722,8.722,9.878,1,TRUE,4.41,4.41,5.632,1,TRUE,9.089,9.089,10.675,1,TRUE,3.827,3.827,5.099,1,FALSE,9.369,9.369,11.169,1,FALSE,9.628,9.628,10.964,1,FALSE,9.437,9.437,16.754,1,TRUE,5.33,5.33,7.246,1,FALSE,6.594,6.594,8.428,1,No,No,Independent,liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1981,,Dem_10,Dem_5,Dem_9,Dem_1,Rep_1,Rep_7,Rep_8,Rep_5,Other_3,Other_9,Other_5,Other_4,Other_6,Other_7,Fake_1,Fake_2,Trump's First 4 Mar-a-Lago Trips Cost Taxpayers $13.6 Million,Demand for IUDs and Birth Control Implants Rose After Trump's Election Amid Insurance Concerns,Susan Collins Raised More Money from Brett Kavanaugh Supporters than Mainers,Justice Dept. Officials Had Discussions About Pushing Trump Out,Guest Kicked Out of Disneyland for Unfurling 'Trump 2020' Banner,"America Created 304,000 Jobs in January, Smashing Estimates",76 Percent of Viewers Approve President Trump's State of the Union Speech,Migrant Jobs Project Spends 15 Million to Employ Only 120,"For Millennials, Cancers Fueled by Obesity Are on Rise, Study Says",Google to Invest $13 Billion in Us Data Centers and Offices,It's Official: 2018 Was the Fourth-warmest Year on Record,Long-haul Carrier Emirates Announces $21.4 Billion-valued Deal with Airbus,"Queensland Floods: 500,000 Cattle Survived Years-long Drought Only to Die in the Rain","Turkey Orders Detention of over 1,100 People Linked to Failed Coup",Billionaire Founder of Corona Beer Brewery Makes Everyone in His Village a Millionaire in His Will,"Because of the Lack of Men, Iceland Give $5,000 Per Month to Immigrants Who Marry Icelandic Women",low,low,high,high,low,low,high,high,other,other,other,other,other,other,fake,fake,19,24,74,72,20,23,76,73,53,41,65,64,55,66,11,9,96,control,,
IP Address,100,369,TRUE,"I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.",John is easy to see.,"some are true, some are false",,0,0,21.987,0,TRUE,7.618,7.618,9.552,1,TRUE,6.437,6.437,7.346,1,TRUE,6.284,6.284,7.293,1,FALSE,7.392,7.392,8.899,1,FALSE,6.334,6.334,7.187,1,TRUE,9.064,9.064,10.145,1,TRUE,6.364,6.364,7.487,1,FALSE,6.554,6.554,8.091,1,,0,0,21.428,0,TRUE,8.292,8.292,10.106,1,TRUE,18.06,18.06,19.15,1,TRUE,7.421,7.421,8.711,1,FALSE,6.663,11.083,11.863,2,FALSE,3.281,12.556,14.658,3,,0,0,21.872,0,No,No,Democrat,liberal,Left or center-left,Female,"Master’s degree (e.g. MA, MS)",1994,I AGREE that the data collected during the study may be included for the purpose of the study.,Dem_4,Dem_8,Dem_6,Dem_10,Rep_7,Rep_9,Rep_3,Rep_4,Other_10,Other_3,Other_7,Other_6,Other_4,Other_1,Fake_1,Fake_2,"Since Parkland There's Been a School Shooting, on Average, Every 12 Days",US Budget Deficit Running 41.8 Percent above Last Year,Justice Department to Award $8.3 Million to California Victims of Las Vegas Shooting,Trump's First 4 Mar-a-Lago Trips Cost Taxpayers $13.6 Million,"America Created 304,000 Jobs in January, Smashing Estimates",Trump's Approval Rating among Likely Voters Soars to His Best in 23 Months at 52%,Ocasio-Cortez Retracts Erroneous Information About Green New Deal Backed by 2020 Democratic Candidates,Investors Pulled Record $25 Billion from US Stock ETFs in January,Puerto Rico Wins Approval of $18 Billion Bond Restructuring,"For Millennials, Cancers Fueled by Obesity Are on Rise, Study Says","Turkey Orders Detention of over 1,100 People Linked to Failed Coup","Queensland Floods: 500,000 Cattle Survived Years-long Drought Only to Die in the Rain",Long-haul Carrier Emirates Announces $21.4 Billion-valued Deal with Airbus,Average Bra Sizes Rise from 34B to 36DD but Experts Split over Whether Cause Is Obesity or Fashion,Billionaire Founder of Corona Beer Brewery Makes Everyone in His Village a Millionaire in His Will,"Because of the Lack of Men, Iceland Give $5,000 Per Month to Immigrants Who Marry Icelandic Women",low,low,high,high,low,low,high,high,other,other,other,other,other,other,fake,fake,19,24,74,72,20,23,76,73,53,41,65,64,55,66,11,9,96,maj-rep,21,75
IP Address,100,344,TRUE,"I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.",John is easy to see.,are all true,TRUE,6.536,6.536,7.551,1,TRUE,6.506,6.506,8.153,1,TRUE,7.43,7.43,12.063,1,TRUE,9.878,9.878,11.199,1,TRUE,6.555,6.555,7.858,1,TRUE,10.564,10.564,12.332,1,TRUE,18.024,18.024,20.009,1,TRUE,6.947,6.947,8.258,1,FALSE,6.875,6.875,11.435,1,TRUE,6.897,6.897,7.913,1,TRUE,6.739,6.739,8.139,1,FALSE,8.401,8.401,10.177,1,TRUE,6.758,6.758,8.181,1,FALSE,9.114,9.114,11.394,1,TRUE,8.486,8.486,9.525,1,FALSE,12.513,15.234,16.202,2,No,No,Independent,somewhat conservative,Right or center-right,Male,"Master’s degree (e.g. MA, MS)",1968,I AGREE that the data collected during the study may be included for the purpose of the study.,Dem_3,Dem_8,Dem_2,Dem_6,Rep_6,Rep_3,Rep_1,Rep_8,Other_1,Other_7,Other_5,Other_10,Other_8,Other_3,Fake_1,Fake_2,Trump Says South Korea is Paying $500 Million More for U.S. Troops. The Deal Says Otherwise.,US Budget Deficit Running 41.8 Percent above Last Year,Undeniable Warming: The Planet's Hottest Five Years on Record,Justice Department to Award $8.3 Million to California Victims of Las Vegas Shooting,Illegal Immigration Expected to Hit Highest Level Since George W. Bush,Ocasio-Cortez Retracts Erroneous Information About Green New Deal Backed by 2020 Democratic Candidates,Guest Kicked Out of Disneyland for Unfurling 'Trump 2020' Banner,76 Percent of Viewers Approve President Trump's State of the Union Speech,Average Bra Sizes Rise from 34B to 36DD but Experts Split over Whether Cause Is Obesity or Fashion,"Turkey Orders Detention of over 1,100 People Linked to Failed Coup",It's Official: 2018 Was the Fourth-warmest Year on Record,Puerto Rico Wins Approval of $18 Billion Bond Restructuring,Woody Allen Sues Amazon Studios for $68 Million over Movie Deal,"For Millennials, Cancers Fueled by Obesity Are on Rise, Study Says",Billionaire Founder of Corona Beer Brewery Makes Everyone in His Village a Millionaire in His Will,"Because of the Lack of Men, Iceland Give $5,000 Per Month to Immigrants Who Marry Icelandic Women",low,low,high,high,low,low,high,high,other,other,other,other,other,other,fake,fake,19,24,74,72,20,23,76,73,53,41,65,64,55,66,11,9,96,maj-dem,75,21
IP Address,100,335,TRUE,"I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.",John is easy to see.,"some are true, some are false",TRUE,11.062,11.062,12.303,1,TRUE,5.378,5.378,8.101,1,TRUE,10.58,10.58,12.751,1,FALSE,18.078,18.078,19.596,1,FALSE,4.564,4.564,6.056,1,FALSE,5.296,5.296,8.335,1,FALSE,6.623,6.623,8.147,1,FALSE,4.694,4.694,6.01,1,,0,0,20.012,0,,12.269,13.175,20.008,2,TRUE,11.689,11.689,13.596,1,FALSE,8.337,8.337,19.008,1,TRUE,17.848,17.848,19.765,1,TRUE,5.193,5.193,6.482,1,FALSE,9.676,9.676,11.126,1,TRUE,7.512,7.512,9.359,1,No,No,Democrat,liberal,Left or center-left,Female,"Master’s degree (e.g. MA, MS)",1970,,Dem_9,Dem_2,Dem_4,Dem_5,Rep_8,Rep_9,Rep_7,Rep_6,Other_3,Other_5,Other_8,Other_1,Other_2,Other_7,Fake_1,Fake_2,Susan Collins Raised More Money from Brett Kavanaugh Supporters than Mainers,Undeniable Warming: The Planet's Hottest Five Years on Record,"Since Parkland There's Been a School Shooting, on Average, Every 12 Days",Demand for IUDs and Birth Control Implants Rose After Trump's Election Amid Insurance Concerns,76 Percent of Viewers Approve President Trump's State of the Union Speech,Trump's Approval Rating among Likely Voters Soars to His Best in 23 Months at 52%,"America Created 304,000 Jobs in January, Smashing Estimates",Illegal Immigration Expected to Hit Highest Level Since George W. Bush,"For Millennials, Cancers Fueled by Obesity Are on Rise, Study Says",It's Official: 2018 Was the Fourth-warmest Year on Record,Woody Allen Sues Amazon Studios for $68 Million over Movie Deal,Average Bra Sizes Rise from 34B to 36DD but Experts Split over Whether Cause Is Obesity or Fashion,"Bird Strikes by Airplanes Tied Record in 2018, FAA Data Shows","Turkey Orders Detention of over 1,100 People Linked to Failed Coup",Billionaire Founder of Corona Beer Brewery Makes Everyone in His Village a Millionaire in His Will,"Because of the Lack of Men, Iceland Give $5,000 Per Month to Immigrants Who Marry Icelandic Women",low,low,high,high,low,low,high,high,other,other,other,other,other,other,fake,fake,19,24,74,72,20,23,76,73,53,41,65,64,55,66,11,9,96,control,,
IP Address,100,249,TRUE,"I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.",John is easy to see.,"some are true, some are false",TRUE,3.715,3.715,7.842,1,TRUE,4.387,4.387,6.377,1,FALSE,6.584,6.584,8.107,1,TRUE,4.996,4.996,6.575,1,FALSE,6.967,6.967,8.82,1,FALSE,4.203,4.203,6.123,1,FALSE,6.952,6.952,8.9,1,FALSE,4.686,4.686,6.145,1,TRUE,6.151,6.151,8.389,1,FALSE,3.64,3.64,5.497,1,TRUE,6.175,6.175,7.419,1,TRUE,7.038,7.038,9.107,1,TRUE,3.939,3.939,5.298,1,TRUE,4.39,4.39,8.309,1,FALSE,5.075,5.075,6.822,1,FALSE,4.902,4.902,7.078,1,Yes,No,Democrat,somewhat liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1957,,Dem_8,Dem_6,Dem_7,Dem_2,Rep_5,Rep_9,Rep_4,Rep_6,Other_1,Other_8,Other_2,Other_6,Other_5,Other_4,Fake_1,Fake_2,US Budget Deficit Running 41.8 Percent above Last Year,Justice Department to Award $8.3 Million to California Victims of Las Vegas Shooting,Nearly 400 Trump Aides Had Access to Leaked Schedules,Undeniable Warming: The Planet's Hottest Five Years on Record,Migrant Jobs Project Spends 15 Million to Employ Only 120,Trump's Approval Rating among Likely Voters Soars to His Best in 23 Months at 52%,Investors Pulled Record $25 Billion from US Stock ETFs in January,Illegal Immigration Expected to Hit Highest Level Since George W. Bush,Average Bra Sizes Rise from 34B to 36DD but Experts Split over Whether Cause Is Obesity or Fashion,Woody Allen Sues Amazon Studios for $68 Million over Movie Deal,"Bird Strikes by Airplanes Tied Record in 2018, FAA Data Shows","Queensland Floods: 500,000 Cattle Survived Years-long Drought Only to Die in the Rain",It's Official: 2018 Was the Fourth-warmest Year on Record,Long-haul Carrier Emirates Announces $21.4 Billion-valued Deal with Airbus,Billionaire Founder of Corona Beer Brewery Makes Everyone in His Village a Millionaire in His Will,"Because of the Lack of Men, Iceland Give $5,000 Per Month to Immigrants Who Marry Icelandic Women",low,low,high,high,low,low,high,high,other,other,other,other,other,other,fake,fake,19,24,74,72,20,23,76,73,53,41,65,64,55,66,11,9,96,control,,
IP Address,100,601,TRUE,"I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.",John is easy to see.,"some are true, some are false",FALSE,7.89,9.895,10.998,2,FALSE,6.596,15.239,16.558,4,FALSE,6.222,10.189,11.514,3,TRUE,6.078,7.826,9.4,2,TRUE,14.213,16.731,18.047,2,TRUE,6.962,12.741,13.468,4,TRUE,9.049,11.065,12.535,2,TRUE,7.951,7.951,9.272,1,TRUE,8.674,10.697,11.942,2,TRUE,7.375,11.073,12.66,3,TRUE,15.207,15.207,16.864,1,TRUE,2.011,11.016,12.564,3,TRUE,12.953,16.967,18.192,3,TRUE,8.802,19.384,20.015,2,FALSE,11.1,15.485,20.02,2,FALSE,8.366,15.463,20.216,2,Yes,No,Republican,conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1961,I AGREE that the data collected during the study may be included for the purpose of the study.,Dem_7,Dem_6,Dem_10,Dem_4,Rep_7,Rep_1,Rep_4,Rep_9,Other_5,Other_3,Other_1,Other_2,Other_4,Other_8,Fake_1,Fake_2,Nearly 400 Trump Aides Had Access to Leaked Schedules,Justice Department to Award $8.3 Million to California Victims of Las Vegas Shooting,Trump's First 4 Mar-a-Lago Trips Cost Taxpayers $13.6 Million,"Since Parkland There's Been a School Shooting, on Average, Every 12 Days","America Created 304,000 Jobs in January, Smashing Estimates",Guest Kicked Out of Disneyland for Unfurling 'Trump 2020' Banner,Investors Pulled Record $25 Billion from US Stock ETFs in January,Trump's Approval Rating among Likely Voters Soars to His Best in 23 Months at 52%,It's Official: 2018 Was the Fourth-warmest Year on Record,"For Millennials, Cancers Fueled by Obesity Are on Rise, Study Says",Average Bra Sizes Rise from 34B to 36DD but Experts Split over Whether Cause Is Obesity or Fashion,"Bird Strikes by Airplanes Tied Record in 2018, FAA Data Shows",Long-haul Carrier Emirates Announces $21.4 Billion-valued Deal with Airbus,Woody Allen Sues Amazon Studios for $68 Million over Movie Deal,Billionaire Founder of Corona Beer Brewery Makes Everyone in His Village a Millionaire in His Will,"Because of the Lack of Men, Iceland Give $5,000 Per Month to Immigrants Who Marry Icelandic Women",low,low,high,high,low,low,high,high,other,other,other,other,other,other,fake,fake,19,24,74,72,20,23,76,73,53,41,65,64,55,66,11,9,96,maj-dem,75,21
